occ0.2,occ0.5,occ0.7,occ0.9
0.6469470021834951,3.6457827362314106,-7.912224409610417,6.582974820084047
0.0952239720843692,-8.476560643151826,-24.85686903842712,33.03890556385271
0.5969287430989851,0.6323929812646725,1.147940642886251,6.314020060806712
0.212235817810523,0.4866897642286432,1.8288024402278469,-12.660565402170846
0.5906181582886063,0.7888958200710476,1.8426554002976945,9.709466585789755
0.1375578358431397,1.007708051544327,2.683288594824951,-63.7502956380613
1.030732954240264,1.5769771860951636,12.707449903889575,38.39361237722005
0.5396175294593917,-73.11675830713504,2.3656489051768688,-40.35364973041081
1.7342564242003675,56.48069810470466,30.726165949155025,-22.925760758457415
7.885006932186911,-13.372278559495896,10.727256611687707,62.04773015735191
1.2480709486174533,1.1877337670324124,6.939490542346917,-4.1740229736205805
0.1642066326325704,-13.272077816546938,-13.288013707208634,-74.43022287831232
0.6128323149395669,7.805291354771178,5.588987244984274,34.770000546322876
0.2888208868201332,-7.197461535653909,9.46882524971835,-32.46623716440604
0.0027891454168269,3.77734498000963,-14.762316404699249,24.054578618060575
0.5391299312779694,34.85534135535997,-40.91175768077415,-24.84666688919979
0.9233946986004042,12.432594342325617,44.46795547404241,9.329713960073532
22.57843915187832,-82.35766507588502,-69.81725435025865,-2.526718766714964
-19.72830823408385,21.888656743436684,22.202327204691077,-23.26704175100633
0.610781352360334,5.746848904670415,16.33174717735656,-18.440707718403324
-0.1242907016662684,2.820511444298361,1.340316760783928,9.686331344448298
0.0507831148074728,-12.896820410075364,-37.49636975665695,-9.041629629911842
0.0767506260143733,4.516891797935273,-13.744482855485046,-19.754818582990367
0.2646142498103074,9.390116870397982,44.2813648400308,-42.7744815513888
0.6666101238724309,-5.629314209199222,-15.550046889009224,34.385737094906304
0.3060243897797505,1.610748949215207,2.424028953912021,-19.462108646669563
6.561614819195633,0.5398062374788424,5.5836942109137695,24.566477840607966
-1.47096819501688,0.5596463801532257,-1.1317474418678444,-17.323218761699536
0.4591817788960668,1.006656700512636,6.536499497518847,23.620622096421783
-0.1597554436602024,2.699197977815928,15.929660631303918,-31.532059671739034
-0.1840215905712341,-40.83067410477977,26.03529642849668,28.526232173306163
0.9821355345523556,33.44085493971531,-1.7334079706859882,-20.14010506409926
-2.982420228999964,6.986344668222131,-37.586645638807056,16.661461111917305
