,occ0.2,occ0.5,occ0.7,occ0.9
0,15.36617481128308,23.454938836233552,27.342100618375323,29.634299068649348
1,26.506263083802434,29.634428953236036,30.829742488048375,31.557364457708484
2,23.68957373595973,30.760189532066633,35.131706824814906,37.377027186977074
