,occ0.2,occ0.5,occ0.7,occ0.9
0,13.164412077357339,20.950617878866144,25.56052724991348,28.42068716731578
1,27.891533781455873,29.54216154719225,31.001707709590622,31.58697322215402
2,28.04105778556258,35.148545009952,38.99884652676519,41.13730314326846
