occupancy,mean,std,mae,r2,ab
occ0.2,13.266972349620342,17.14027650583228,16.034341406111043,0.8663718414546804,"(np.float64(0.9650402618460792), np.float64(13.953830622200284))"
occ0.5,13.291377894379169,27.310164873777552,22.12767615680984,0.8767499103813171,"(np.float64(0.9644088787320785), np.float64(15.074707854442373))"
occ0.7,9.886752339344442,32.646119893494266,24.87648825247436,0.8719385394269995,"(np.float64(0.9643923112840087), np.float64(12.375882288576245))"
occ0.9,4.159915576923547,36.356440820830045,27.115543659422023,0.8663955190582171,"(np.float64(0.9683269600857084), np.float64(7.023082715326606))"
